username,title,subscribers,avg_views,avg_reactions,avg_comments,avg_forwards,posts_per_day,has_linked_chat,err,reach,bot_ratio,detected_category,preliminary_score,health_score
@lifestyle_neon_2361,Global Travel,176,45,0,0,0,0.84,False,0.06,25.84,0.052,lifestyle,28.2,27.3
@entertainment_neon_2362,Core Fun,463,160,5,0,1,1.38,False,5.8,34.57,0.0,entertainment,62,62.0
@entertainment_global_2363,Alpha Fun,2585,534,10,3,2,1.75,True,2.7,20.68,0.021,entertainment,65,64.2
@politics_insider_2364,Peak Politics,10524,2664,26,0,9,1.87,False,1.77,25.32,0.074,politics,55,52.6
@business_vivid_2365,Neon Ventures,5372,2026,47,11,17,0.85,True,3.89,37.73,0.029,business,77,75.7
@tech_alpha_2366,Quiet Tech,253,82,2,0,0,1.84,True,4.81,32.47,0.139,tech,57,52.3
@tech_nova_2367,Peak Dev,2430,760,23,0,4,2.67,False,5.05,31.31,0.075,tech,65,62.1
@music_vivid_2368,Quiet Tracks,4956,885,11,0,2,3.24,False,1.91,17.87,0.066,music,40,38.4
@crypto_global_2369,Bright Crypto,257,17,0,0,0,1.98,False,2.65,6.74,0.471,crypto,40.37,29.0
@music_bright_2370,Peak Tracks,23501,4866,88,0,31,2.75,False,2.63,20.71,0.095,music,60,56.6
@health_alpha_2371,Global Fit,7625,2069,48,0,17,0.37,False,4.02,27.14,0.088,health,47,44.5
@education_quiet_2372,Prime Learn,2925,762,19,3,5,1.74,True,3.37,26.05,0.101,education,65,61.1
@movies_quiet_2373,Prime Cinema,3404,627,12,0,4,0.2,False,2.95,18.43,0.054,movies,40,38.7
@tech_core_2374,Neon Tech,7115,2269,45,0,11,2.04,False,3.28,31.9,0.093,tech,62,58.6
@politics_nova_2375,Open Debate,5247,1356,11,2,3,1.85,True,1.35,25.85,0.093,politics,62,58.5
@movies_alpha_2376,Alpha Cinema,20758,5041,182,67,49,2.4,True,6.25,24.29,0.057,movies,85,82.1
@lifestyle_insider_2377,Nova Home,3379,349,0,0,0,0.2,True,0.02,10.34,0.573,lifestyle,20.4,13.4
@crypto_core_2378,Prime Crypto,4101,889,16,5,5,1.29,True,2.67,21.68,0.0,crypto,65,65.0
@tech_prime_2379,Urban Tech,14480,3100,52,20,22,3.24,True,2.95,21.41,0.091,tech,75,70.9
@crypto_open_2380,Alpha Coins,17225,4757,163,39,62,1.11,True,5.8,27.62,0.009,crypto,85,84.5
@sports_bright_2381,Core League,182948,28864,422,0,129,1.78,False,2.29,15.78,0.09,sports,60,56.7
@politics_daily_2382,Nova Debate,401,183,5,0,1,2.04,False,4.45,45.71,0.054,politics,57,55.2
@politics_vivid_2383,Open Debate,2407,708,9,3,3,2.15,True,2.29,29.42,0.047,politics,65,63.2
@health_peak_2384,Smart Wellness,17819,3183,79,0,16,0.58,False,4.23,17.86,0.047,health,50,48.6
@politics_neon_2385,Core Forum,18558,4040,68,24,24,1.36,True,2.98,21.77,0.076,politics,80,76.4
@news_peak_2386,Bright News,11738,2407,16,0,4,1.49,False,1.03,20.51,0.04,news,55,53.7
@education_urban_2387,Neon Learn,3712,837,34,13,7,1.55,True,7.19,22.57,0.051,education,80,77.5
@anime_peak_2388,Global Otaku,13780,3301,73,0,15,0.85,False,3.08,23.96,0.061,anime,55,53.0
@health_peak_2389,Alpha Fit,9115,2474,39,11,7,3.43,True,2.32,27.15,0.126,health,72,66.5
@news_global_2390,Neon News,568,45,0,0,0,29.8,True,2.85,8.07,0.575,news,26.03,17.1
@music_core_2391,Neon Sound,3492,580,7,1,2,1.37,True,1.79,16.62,0.056,music,55,53.1
@news_smart_2392,Core Report,2498,1125,27,9,7,1.1,True,3.48,45.06,0.025,news,75,73.9
@movies_core_2393,Open Cinema,809,230,1,0,0,0.04,True,1.1,28.47,0.157,movies,32,29.0
@entertainment_insider_2394,Core Fun,802,235,3,1,0,0.2,True,2.49,29.38,0.019,entertainment,52,51.4
@tech_vivid_2395,Peak Tech,7537,1606,43,0,11,0.2,False,4.52,21.32,0.007,tech,47,46.8
@lifestyle_peak_2396,Quiet Travel,3436,1435,31,0,7,2.33,False,3.75,41.79,0.0,lifestyle,60,60.0
@health_prime_2397,Vivid Care,2221,600,6,1,1,0.13,True,1.57,27.04,0.0,health,45,45.0
@crypto_alpha_2398,Prime Crypto,1752,386,11,4,2,2.54,True,5.18,22.09,0.12,crypto,70,65.0
@gaming_vivid_2399,Global Esports,1575,665,15,0,3,0.9,False,3.46,42.29,0.0,gaming,55,55.0
@crypto_urban_2400,Quiet Coins,1028,233,1,0,0,0.04,False,1.37,22.76,0.071,crypto,35,33.5
@business_vivid_2401,Daily Money,5345,2273,74,26,12,1.36,True,5.65,42.54,0.051,business,87,84.3
@entertainment_neon_2402,Insider Laughs,7000,1942,68,23,18,2.34,True,5.53,27.75,0.003,entertainment,82,81.8
@sports_core_2403,Nova Sports,4546,916,12,0,4,0.09,False,1.98,20.17,0.061,sports,35,33.7
@crypto_nova_2404,Global Coins,3802,752,4,1,0,2.92,True,0.84,19.79,0.066,crypto,50,48.0
@politics_urban_2405,Vivid Policy,4883,478,4,0,1,2.46,False,1.45,9.79,0.681,politics,39.9,23.6
@gaming_quiet_2406,Alpha Arena,32335,5119,23,0,5,2.1,False,0.63,15.83,0.101,gaming,45,42.3
@entertainment_alpha_2407,Daily Vibes,406,37,0,0,0,2.01,True,1.8,9.19,0.401,entertainment,36.59,27.8
@news_open_2408,Nova News,221,97,3,0,0,38.9,False,5.7,44.0,0.156,news,47,42.6
@lifestyle_global_2409,Neon Home,1104,293,0,0,0,1.48,True,0.06,26.59,0.065,lifestyle,36.2,34.8
@entertainment_quiet_2410,Smart Laughs,6319,2815,98,24,25,2.69,True,5.06,44.56,0.043,entertainment,87,84.8
@health_open_2411,Insider Fit,67238,21748,733,133,279,3.12,True,6.1,32.35,0.033,health,87,85.3
@sports_alpha_2412,Urban Sports,12679,434,7,1,1,0.05,True,2.31,3.42,0.434,sports,41.71,30.8
@news_global_2413,Daily Digest,23005,2762,85,0,14,0.64,False,4.86,12.01,0.046,news,50,48.6
@tech_daily_2414,Prime Code,16430,4187,53,12,10,1.21,True,1.92,25.49,0.092,tech,75,70.8
@news_quiet_2415,Alpha Report,207,84,1,0,0,2.96,True,2.67,40.67,0.01,news,57,56.6
@politics_urban_2416,Daily Policy,2848,841,29,0,12,1.0,False,6.43,29.54,0.037,politics,60,58.7
@lifestyle_prime_2417,Nova Style,14488,4236,51,0,10,1.23,False,2.18,29.24,0.109,lifestyle,60,56.1
@lifestyle_nova_2418,Daily Home,3228,1158,24,0,6,33.0,False,2.86,35.89,0.092,lifestyle,45,42.5
@gaming_open_2419,Prime Arena,3303,469,16,0,4,3.06,False,4.84,14.21,0.009,gaming,45,44.7
@crypto_insider_2420,Prime Chain,408,129,3,0,0,0.2,True,3.2,31.77,0.018,crypto,47,46.5
@business_nova_2421,Smart Ventures,2259,1120,35,8,13,1.07,True,5.15,49.61,0.095,business,80,75.4
@politics_urban_2422,Open Politics,1904,669,25,7,5,3.1,True,5.84,35.15,0.092,politics,75,70.8
@gaming_neon_2423,Daily Arena,7540,1204,9,2,2,0.19,True,1.14,15.98,0.046,gaming,42,40.8
@tech_nova_2424,Global Dev,6143,2224,58,10,15,0.2,True,3.87,36.22,0.056,tech,67,64.8
@education_bright_2425,Smart Learn,804,283,8,1,3,3.24,True,5.08,35.23,0.057,education,67,64.7
@news_global_2426,Prime Digest,12412,3585,5,1,1,2.47,True,0.22,28.88,0.07,news,54.4,52.1
@education_urban_2427,Smart Lessons,1500,522,14,0,2,30.1,False,3.92,34.83,0.03,education,45,44.2
@anime_prime_2428,Peak Sakura,9588,3562,94,0,25,2.72,False,4.53,37.15,0.023,anime,62,61.1
@news_bright_2429,Alpha Digest,91530,19889,524,0,97,13.7,False,3.53,21.73,0.03,news,47,46.2
@health_neon_2430,Quiet Fit,12956,2658,33,8,7,0.08,True,1.97,20.52,0.009,health,55,54.7
@entertainment_bright_2431,Vivid Memes,3856,1647,37,8,6,1.49,True,3.71,42.72,0.065,entertainment,75,72.1
@lifestyle_neon_2432,Quiet Living,23670,7019,114,25,28,3.49,True,2.31,29.65,0.049,lifestyle,75,72.8
@news_insider_2433,Alpha Digest,7540,1300,42,9,10,3.25,True,5.15,17.24,0.086,news,67,63.5
@crypto_alpha_2434,Neon Crypto,959,305,3,0,1,1.11,True,1.83,31.81,0.061,crypto,52,50.1
@business_prime_2435,Bright Capital,96599,2544,57,9,10,1.53,True,3.07,2.63,0.438,business,63.32,46.7
@business_global_2436,Peak Capital,864,290,7,3,1,0.6,True,4.4,33.68,0.0,business,62,62.0
@education_smart_2437,Vivid Learn,2545,840,16,3,3,1.24,True,2.92,33.01,0.105,education,70,65.6
@health_alpha_2438,Prime Health,823,201,5,0,2,1.56,False,4.31,24.44,0.015,health,52,51.5
@crypto_bright_2439,Daily Coins,8128,3626,93,0,25,2.48,False,4.14,44.62,0.01,crypto,62,61.6
@crypto_peak_2440,Smart Coins,8931,3604,77,0,27,2.13,False,3.34,40.36,0.04,crypto,62,60.5
@news_peak_2441,Nova News,88995,14970,135,48,24,1.38,True,1.36,16.82,0.0,news,72,72.0
@gaming_prime_2442,Prime Arena,2682,1074,21,0,7,2.08,False,3.41,40.07,0.084,gaming,60,57.0
@tech_quiet_2443,Smart Dev,1779,640,11,2,4,1.79,True,3.07,36.02,0.022,tech,70,69.1
@lifestyle_bright_2444,Urban Travel,100,26,0,0,0,2.35,True,5.18,26.7,0.042,lifestyle,57,55.6
@entertainment_open_2445,Global Laughs,193,63,0,0,0,0.6,True,0.07,32.82,0.0,entertainment,33.4,33.4
@crypto_core_2446,Smart Crypto,629,164,2,0,0,2.85,False,2.36,26.14,0.043,crypto,52,50.7
@politics_insider_2447,Quiet Forum,441,126,4,1,0,1.62,True,5.78,28.68,0.024,politics,67,66.0
@crypto_core_2448,Open Coins,5275,2412,26,0,4,0.07,False,1.72,45.74,0.085,crypto,42,39.9
@gaming_smart_2449,Core Esports,1669,321,5,2,1,2.19,True,2.75,19.26,0.027,gaming,60,59.0
@news_global_2450,Quiet Wire,63069,16493,353,103,84,38.0,True,3.04,26.15,0.056,news,67,64.7
@education_prime_2451,Daily Lessons,190,54,1,0,0,0.2,False,4.62,28.91,0.026,education,42,41.3
@crypto_neon_2452,Nova DeFi,25323,1632,19,0,5,2.11,False,2.05,6.44,0.643,crypto,48.22,29.6
@gaming_insider_2453,Alpha Games,331,33,0,0,0,1.46,True,3.94,10.05,0.498,gaming,47,33.0
@business_smart_2454,Daily Ventures,572,138,4,0,0,32.5,False,5.32,24.28,0.059,business,42,40.5
@tech_bright_2455,Quiet AI,830,260,9,0,1,2.24,False,4.96,31.34,0.033,tech,57,55.9
@sports_vivid_2456,Core Sports,3557,1131,25,7,8,2.07,True,3.37,31.81,0.082,sports,75,71.3
@crypto_alpha_2457,Vivid Chain,484,168,3,0,1,3.31,False,3.48,34.9,0.026,crypto,52,51.2
@gaming_core_2458,Vivid Arena,13171,2803,32,0,6,1.72,False,1.96,21.28,0.073,gaming,55,52.6
@tech_peak_2459,Quiet Dev,12838,1045,24,0,4,1.78,False,3.35,8.15,0.31,tech,49.07,40.0
@business_smart_2460,Smart Capital,1432,520,14,4,4,3.34,True,3.86,36.37,0.09,business,65,61.5
@news_smart_2461,Peak Report,7061,2159,58,0,10,2.89,False,4.46,30.59,0.005,news,62,61.8
@music_global_2462,Vivid Beats,4462,264,1,0,0,0.09,False,0.74,5.92,0.609,music,17.96,11.4
@gaming_peak_2463,Global Arena,19066,1412,15,0,5,0.2,False,1.56,7.41,0.59,gaming,33.71,21.8
@music_alpha_2464,Urban Tracks,4751,1843,25,0,8,2.7,False,1.93,38.79,0.085,music,55,52.2
@movies_quiet_2465,Alpha Cinema,11050,3353,70,0,22,0.18,False,3.69,30.35,0.062,movies,50,48.2
@tech_open_2466,Daily Tech,3602,1042,10,4,2,22.8,True,1.79,28.93,0.0,tech,45,45.0
@sports_peak_2467,Daily Arena,80519,14461,514,90,104,1.24,True,5.21,17.96,0.036,sports,82,80.2
@news_alpha_2468,Bright News,4897,368,0,0,0,0.01,True,0.35,7.52,0.619,news,15.76,9.9
@news_open_2469,Vivid Digest,7174,2233,37,10,7,26.5,True,2.49,31.14,0.085,news,62,58.8
@crypto_daily_2470,Urban Chain,5159,2021,50,0,12,0.52,False,3.46,39.18,0.069,crypto,57,54.6
@politics_urban_2471,Alpha Politics,6390,1829,44,0,15,1.38,False,3.98,28.63,0.041,politics,57,55.6
@sports_quiet_2472,Open League,629,211,4,0,1,1.18,False,3.14,33.61,0.034,sports,57,55.8
@anime_daily_2473,Smart Sakura,2884,1152,43,11,7,2.4,True,5.12,39.96,0.003,anime,85,84.8
@education_nova_2474,Bright Lessons,18171,3772,44,0,13,0.2,False,1.82,20.76,0.0,education,45,45.0
@news_core_2475,Vivid Report,25244,5747,12,0,5,0.18,False,0.39,22.77,0.0,news,32.8,32.8
@tech_quiet_2476,Peak Dev,8869,2451,45,13,7,0.97,True,3.05,27.64,0.051,tech,72,69.8
@tech_vivid_2477,Smart Dev,120233,40637,347,104,85,3.06,True,1.46,33.8,0.062,tech,80,77.0
@business_open_2478,Core Ventures,2814,800,31,0,5,2.14,False,5.39,28.44,0.0,business,60,60.0
@tech_bright_2479,Prime Dev,4105,1309,0,0,0,1.14,True,0.06,31.91,0.002,tech,41.2,41.2
@tech_neon_2480,Urban Dev,15369,5190,141,49,42,1.49,True,4.21,33.77,0.0,tech,85,85.0
@movies_peak_2481,Bright Cinema,186,54,3,1,0,0.77,True,9.73,29.13,0.106,movies,62,58.1
@news_core_2482,Insider Digest,5047,2086,53,0,15,2.02,False,3.47,41.35,0.024,news,62,61.1
@tech_peak_2483,Smart AI,1874,825,13,0,3,1.76,False,2.3,44.04,0.0,tech,60,60.0
@sports_smart_2484,Quiet Arena,799,446,7,1,1,1.18,True,2.34,55.84,0.029,sports,72,70.8
@gaming_bright_2485,Insider Quest,2218,607,18,5,4,2.21,True,5.16,27.38,0.109,gaming,70,65.4
@education_urban_2486,Global Course,13964,3853,74,24,18,1.09,True,2.95,27.59,0.027,education,80,78.7
@entertainment_prime_2487,Nova Fun,324,118,5,1,0,1.23,True,6.37,36.49,0.023,entertainment,72,71.0
@music_global_2488,Smart Music,43622,9139,3,0,0,0.24,True,0.05,20.95,0.029,music,31.0,30.5
@news_quiet_2489,Neon Report,1681,189,3,1,0,2.56,True,2.42,11.28,0.553,news,60,40.1
@entertainment_smart_2490,Core Memes,317,83,3,1,1,1.59,True,6.6,26.37,0.065,entertainment,67,64.4
@sports_global_2491,Vivid League,11148,2233,47,0,13,0.13,False,3.22,20.03,0.133,sports,45,41.4
@business_daily_2492,Global Capital,51662,9384,111,0,23,1.94,False,1.96,18.16,0.036,business,52,50.9
@tech_insider_2493,Urban AI,81378,11230,122,0,28,1.9,False,1.74,13.8,0.094,tech,52,49.1
@tech_insider_2494,Urban Dev,38116,4018,79,0,15,3.93,False,2.88,10.54,0.001,tech,50,50.0
@gaming_bright_2495,Quiet Arena,889,308,2,0,1,0.2,False,1.67,34.68,0.092,gaming,42,39.7
@news_nova_2496,Vivid News,215,41,0,0,0,0.2,False,1.97,19.15,0.059,news,32,30.9
@crypto_insider_2497,Bright Crypto,5710,971,1,0,0,3.09,False,0.28,17.01,0.062,crypto,32.6,31.4
@crypto_daily_2498,Neon DeFi,8398,1273,46,15,14,0.24,True,5.01,15.16,0.1,crypto,67,63.0
@crypto_nova_2499,Daily Coins,4016,947,25,5,7,31.0,True,4.45,23.59,0.058,crypto,50,48.3
@gaming_core_2500,Vivid Esports,5890,2041,34,7,11,2.84,True,2.25,34.66,0.078,gaming,77,73.4
@entertainment_open_2501,Prime Fun,2300,933,11,4,4,0.07,True,2.2,40.59,0.014,entertainment,55,54.5
@entertainment_global_2502,Open Memes,1725,627,9,3,2,3.75,True,2.39,36.38,0.032,entertainment,65,63.7
@business_peak_2503,Insider Ventures,12140,3952,29,10,10,0.13,True,1.22,32.56,0.051,business,60,58.2
@politics_insider_2504,Core Politics,641,174,5,1,1,1.14,True,4.82,27.2,0.148,politics,62,56.5
@crypto_neon_2505,Daily DeFi,18022,6402,81,19,25,1.63,True,1.87,35.53,0.047,crypto,80,77.8
@health_insider_2506,Urban Care,25268,7121,52,12,15,0.25,True,1.0,28.18,0.14,health,65,59.5
@gaming_prime_2507,Neon Arena,918,271,6,0,1,1.56,False,3.34,29.57,0.0,gaming,52,52.0
@health_quiet_2508,Neon Health,8171,2367,13,0,2,0.51,False,0.81,28.98,0.089,health,42,39.8
@business_insider_2509,Prime Ventures,113,33,1,0,0,1.21,True,8.42,29.65,0.033,business,57,55.9
@news_vivid_2510,Smart Report,16902,6111,94,15,20,26.4,True,2.5,36.16,0.084,news,70,66.5
@education_alpha_2511,Quiet Course,11133,3926,89,29,33,1.79,True,3.84,35.27,0.058,education,85,82.0
@business_smart_2512,Core Money,484,151,3,1,0,2.07,True,3.23,31.29,0.059,business,67,64.6
@entertainment_core_2513,Prime Fun,56420,15291,391,79,70,3.22,True,3.48,27.1,0.071,entertainment,77,73.7
@tech_daily_2514,Bright AI,3462,1098,19,3,4,2.12,True,2.89,31.72,0.079,tech,70,66.7
@gaming_peak_2515,Insider Games,30466,8816,210,0,43,0.56,False,4.09,28.94,0.02,gaming,55,54.3
@news_nova_2516,Quiet Digest,22618,9476,195,61,67,2.02,True,3.26,41.9,0.0,news,85,85.0
@business_urban_2517,Daily Money,100,33,1,0,0,0.04,False,5.61,33.21,0.14,business,47,43.0
@news_peak_2518,Quiet News,15660,3802,129,0,36,0.83,False,5.0,24.28,0.054,news,60,58.0
@gacha_neon_2519,Daily Gacha,2209,410,8,2,2,0.38,True,3.41,18.59,0.0,gacha,50,50.0
@business_daily_2520,Quiet Capital,716,51,0,0,0,1.12,True,2.51,7.25,0.559,business,40.63,27.0
@news_prime_2521,Vivid News,3319,880,28,0,11,3.09,False,5.38,26.52,0.0,news,55,55.0
@health_bright_2522,Open Fit,22006,4520,71,0,18,1.28,False,2.65,20.54,0.085,health,60,56.9
@news_global_2523,Core Digest,56697,16022,532,102,138,0.11,True,4.91,28.26,0.053,news,67,64.9
@news_vivid_2524,Vivid Report,2077,696,6,0,2,3.87,False,1.66,33.54,0.0,news,50,50.0
@crypto_peak_2525,Smart DeFi,762,326,5,0,2,0.9,False,2.66,42.86,0.004,crypto,52,51.9
@news_nova_2526,Peak Wire,4314,859,11,3,3,2.6,True,2.15,19.93,0.09,news,60,56.8
@news_core_2527,Urban News,10413,2141,41,12,9,0.03,True,3.17,20.57,0.06,news,65,62.7
@music_prime_2528,Core Sound,88962,7762,156,0,24,2.48,False,2.71,8.73,0.03,music,51.36,50.4
@entertainment_prime_2529,Prime Laughs,211819,17681,550,0,164,1.9,False,4.88,8.35,0.083,entertainment,54.17,51.5
@tech_daily_2530,Bright Tech,2878,339,4,0,1,0.2,False,2.34,11.78,0.347,tech,40,31.7
@news_prime_2531,Insider Wire,600,215,1,0,0,0.57,False,1.13,35.88,0.025,news,47,46.3
@business_urban_2532,Insider Money,4669,1405,24,0,6,3.86,False,2.7,30.1,0.058,business,55,53.1
@education_daily_2533,Neon Course,78732,5457,140,0,49,1.32,False,4.05,6.93,0.012,education,50.47,50.1
@business_smart_2534,Prime Market,19183,5702,236,0,61,0.14,False,6.26,29.73,0.022,business,50,49.3
@education_peak_2535,Neon Learn,588,235,7,2,1,0.2,True,5.14,40.07,0.07,education,62,59.4
@music_bright_2536,Urban Music,8286,2273,27,0,10,0.09,False,2.07,27.44,0.0,music,42,42.0
@music_quiet_2537,Vivid Sound,27225,11236,404,0,82,20.9,False,5.39,41.27,0.101,music,55,51.7
@crypto_open_2538,Prime Chain,3398,1425,66,23,21,0.16,True,6.49,41.95,0.099,crypto,70,65.8
@lifestyle_daily_2539,Quiet Home,4439,1200,28,9,7,1.63,True,3.45,27.05,0.023,lifestyle,70,69.0
@tech_bright_2540,Nova Dev,46606,9807,192,50,44,2.03,True,3.56,21.04,0.045,tech,80,77.8
@entertainment_insider_2541,Vivid Vibes,15841,4693,146,0,29,2.42,False,4.9,29.63,0.09,entertainment,60,56.7
@business_vivid_2542,Insider Ventures,7010,2959,57,0,15,2.0,False,3.33,42.22,0.028,business,62,61.0
@education_global_2543,Smart Academy,1781,553,10,0,3,3.13,False,3.26,31.1,0.042,education,55,53.6
@tech_nova_2544,Peak Code,765,253,9,0,1,0.2,False,5.24,33.16,0.096,tech,52,49.0
@crypto_prime_2545,Insider Chain,2097,852,13,3,4,2.85,True,2.35,40.64,0.0,crypto,70,70.0
@crypto_alpha_2546,Bright Crypto,1573,288,6,2,1,2.05,True,4.21,18.36,0.012,crypto,60,59.6
@crypto_open_2547,Urban Chain,137755,24025,208,0,59,1.5,False,1.25,17.44,0.012,crypto,55,54.6
@gaming_global_2548,Neon Esports,9414,3489,31,8,9,4.08,True,1.28,37.07,0.006,gaming,67,66.8
@crypto_global_2549,Peak Chain,9023,2191,33,0,5,2.75,False,2.52,24.29,0.083,crypto,57,54.2
@tech_urban_2550,Nova AI,327,107,4,0,0,0.12,True,5.52,32.94,0.065,tech,47,45.2
@business_alpha_2551,Core Ventures,2301,914,21,0,6,3.31,False,4.05,39.73,0.063,business,55,52.9
@health_prime_2552,Alpha Health,216,93,2,0,0,0.56,True,3.68,43.08,0.068,health,52,49.9
@music_insider_2553,Vivid Music,1132,280,7,2,1,1.94,True,3.72,24.78,0.034,music,65,63.7
@tech_core_2554,Open Dev,2449,722,17,5,3,3.72,True,3.31,29.51,0.035,tech,60,58.8
@entertainment_urban_2555,Vivid Laughs,7303,1137,10,1,3,0.2,True,1.63,15.57,0.072,entertainment,47,45.0
@news_peak_2556,Insider Wire,3550,1048,30,7,10,2.2,True,3.97,29.55,0.025,news,70,68.9
@entertainment_daily_2557,Vivid Vibes,653,188,4,0,1,0.71,True,4.51,28.8,0.051,entertainment,47,45.6
@education_insider_2558,Prime Course,21825,5920,174,33,48,0.2,True,4.36,27.13,0.057,education,70,67.6
@business_bright_2559,Peak Market,6549,860,6,0,1,0.2,False,0.95,13.14,0.754,business,32,17.5
@crypto_urban_2560,Quiet DeFi,5486,1418,51,16,14,13.8,True,4.95,25.86,0.036,crypto,62,60.7
@crypto_neon_2561,Daily DeFi,206,43,1,0,0,2.71,False,5.41,20.89,0.0,crypto,57,57.0
@news_neon_2562,Neon Digest,1587,620,17,5,4,1.45,True,3.94,39.09,0.053,news,70,67.8
@music_insider_2563,Urban Tracks,230,80,3,0,0,2.88,False,6.36,34.84,0.065,music,62,59.6
@entertainment_nova_2564,Insider Vibes,3826,1532,30,6,5,3.3,True,3.12,40.06,0.067,entertainment,70,67.2
@gacha_prime_2565,Vivid Gacha,522,160,2,0,0,1.94,True,2.09,30.81,0.004,gacha,57,56.9
@entertainment_nova_2566,Global Laughs,47431,13280,193,0,76,0.2,False,2.64,28.0,0.031,entertainment,50,49.1
@entertainment_nova_2567,Smart Memes,471,170,3,0,0,0.34,True,3.16,36.22,0.064,entertainment,47,45.2
@politics_urban_2568,Bright Forum,8585,2140,40,0,6,1.49,False,3.12,24.94,0.14,politics,57,52.2
@education_insider_2569,Open Learn,9034,2849,44,0,7,1.28,False,2.17,31.54,0.069,education,62,59.4
@business_insider_2570,Bright Ventures,67580,4852,79,26,12,1.53,True,2.54,7.18,0.3,business,70.59,57.9
@education_urban_2571,Alpha Lessons,7203,2008,51,14,10,1.9,True,3.69,27.88,0.062,education,77,74.1
@education_bright_2572,Open Course,5442,2217,31,0,12,1.78,False,2.58,40.74,0.012,education,62,61.6
@news_open_2573,Bright Report,3303,220,1,0,0,1.08,False,1.44,6.68,0.459,news,38.34,27.8
@entertainment_quiet_2574,Nova Fun,27017,1824,20,0,3,2.29,False,1.64,6.75,0.503,entertainment,43.38,30.3
@music_open_2575,Core Music,3384,836,0,0,0,1.4,True,0.16,24.71,0.053,music,38.2,37.0
@politics_smart_2576,Peak Politics,29489,6595,209,0,45,1.65,False,5.25,22.37,0.023,politics,65,64.1
@business_core_2577,Bright Market,100,31,1,0,0,1.44,True,8.54,31.89,0.049,business,62,60.2
@politics_smart_2578,Alpha Policy,15050,4442,68,25,19,18.4,True,2.59,29.52,0.031,politics,65,63.8
@education_urban_2579,Bright Academy,7616,2563,32,0,13,20.8,False,2.27,33.66,0.087,education,47,44.5
@news_neon_2580,Urban Report,1723,619,10,2,4,2.48,True,2.96,35.95,0.103,news,70,65.7
@tech_insider_2581,Peak Tech,10127,1104,33,12,9,29.7,True,5.08,10.91,0.058,tech,65,62.7
@lifestyle_alpha_2582,Global Style,2261,565,3,0,0,1.35,False,1.04,25.02,0.001,lifestyle,50,50.0
@politics_open_2583,Daily Politics,3029,510,16,3,4,0.03,True,5.37,16.84,0.308,politics,50,40.8
@tech_urban_2584,Urban AI,227,90,1,0,0,0.2,False,2.19,39.9,0.014,tech,47,46.6
@sports_nova_2585,Neon Arena,1863,594,12,0,4,1.96,False,3.67,31.91,0.124,sports,60,55.5
@news_vivid_2586,Neon Report,40507,6475,50,19,13,3.22,True,1.3,15.99,0.0,news,65,65.0
@crypto_bright_2587,Neon DeFi,4603,1997,53,0,8,1.77,False,3.81,43.4,0.042,crypto,60,58.5
@entertainment_peak_2588,Vivid Vibes,3040,1508,53,0,20,17.4,False,6.3,49.61,0.029,entertainment,50,49.1
@politics_vivid_2589,Core Policy,1958,773,24,5,5,0.04,True,4.77,39.5,0.0,politics,55,55.0
@entertainment_global_2590,Peak Memes,323,113,2,0,0,0.05,False,2.85,35.04,0.044,entertainment,42,40.9
@news_daily_2591,Urban Digest,4665,1894,35,6,9,5.0,True,2.98,40.62,0.038,news,70,68.4
@lifestyle_quiet_2592,Core Style,2130,182,2,0,0,35.3,True,1.75,8.58,0.567,lifestyle,24.29,16.0
@business_global_2593,Smart Capital,5743,1135,0,0,0,0.01,True,0.05,19.78,0.091,business,18.0,17.0
@tech_global_2594,Global AI,82606,27617,405,0,88,0.52,False,2.06,33.43,0.043,tech,62,60.4
@crypto_insider_2595,Smart Chain,19496,4043,153,38,35,0.72,True,6.1,20.74,0.0,crypto,80,80.0
@health_neon_2596,Open Fit,6265,1516,35,0,6,1.32,False,3.1,24.2,0.022,health,57,56.3
@music_core_2597,Open Tracks,44991,5321,143,46,23,2.01,True,4.18,11.83,0.063,music,75,72.2
@politics_open_2598,Urban Politics,54236,10305,156,48,69,3.17,True,2.73,19.0,0.055,politics,72,69.6
@entertainment_smart_2599,Nova Vibes,652,179,6,0,1,2.0,False,5.32,27.53,0.104,entertainment,57,53.5
@health_vivid_2600,Vivid Care,14753,3263,104,0,22,3.24,False,5.84,22.12,0.05,health,60,58.2
@education_quiet_2601,Global Learn,685,162,2,0,0,11.9,True,2.36,23.68,0.028,education,37,36.4
@lifestyle_nova_2602,Peak Style,519,131,2,0,0,0.06,False,2.89,25.37,0.084,lifestyle,37,35.1
@education_global_2603,Open Learn,5347,1339,23,0,8,0.01,False,2.98,25.05,0.119,education,42,39.0
@music_prime_2604,Insider Sound,1451,669,11,0,3,0.96,False,2.73,46.16,0.011,music,55,54.6
@gacha_bright_2605,Open GLMV,33400,8517,222,0,33,3.76,False,3.53,25.5,0.006,gacha,55,54.8
@business_alpha_2606,Global Money,53271,9657,201,0,42,2.57,False,3.55,18.13,0.066,business,57,54.8
@news_quiet_2607,Bright Report,3026,1151,41,0,17,0.09,False,6.51,38.07,0.032,news,50,49.0
@politics_core_2608,Daily Forum,1172,53,1,0,0,0.2,True,3.98,4.53,0.3,politics,32.27,26.5
@education_urban_2609,Urban Academy,1434,468,7,1,2,1.73,True,2.94,32.68,0.065,education,70,67.3
